-1.448711968974363344e+02,1.391731009600553826e+01
-1.476284641149494803e+02,1.045284632676384717e+01
-1.499634655923183573e+02,6.975647374413368240e+00
-1.517909552830905966e+02,3.489949670250443337e+00
-1.530330085889913789e+02,-1.467719217067058921e-13
-1.536210378792269751e+02,-3.489949670250736879e+00
-1.534975876831826156e+02,-6.975647374413661339e+00
-1.526178650588294659e+02,-1.045284632676696468e+01
-1.509509671397874797e+02,-1.391731009600583135e+01
-1.484807753012222236e+02,-1.736481776669280919e+01
-1.452064935752360668e+02,-2.079116908177619294e+01
-1.411428176887664563e+02,-2.419218955996750964e+01
-1.363197301758048923e+02,-2.756373558170112048e+01
-1.307819262076369569e+02,-3.090169943749369708e+01
-1.245878838633821175e+02,-3.420201433256630708e+01
-1.178086013048783656e+02,-3.746065934159110355e+01
-1.105260315097611254e+02,-4.067366430758036699e+01
-1.028312526526693489e+02,-4.383711467890852731e+01
-9.482241872404283356e+01,-4.694715627859028473e+01
-8.660254037844620711e+01,-4.999999999999914735e+01
-7.827715017749007131e+01,-5.299192642332008063e+01
-6.995190923274644490e+01,-5.591929034707469270e+01
-6.173021369199412334e+01,-5.877852522924771250e+01
-5.371085951247015089e+01,-6.156614753256660322e+01
-4.598582252710398421e+01,-6.427876096865506383e+01
-3.863820796962143334e+01,-6.691306063588517361e+01
-3.174041945189046032e+01,-6.946583704589946251e+01
-2.535259198473119824e+01,-7.193398003386519690e+01
-1.952132713402847131e+01,-7.431448254773982853e+01
-1.427876096865296773e+01,-7.660444431189851855e+01
-9.641987266933607970e+00,-7.880107536067318108e+01
-5.612849707246979847e+00,-8.090169943749430104e+01
-2.178107689873840513e+00,-8.290375725550403274e+01
6.900287539977512097e-01,-8.480480961564272491e+01
3.033008588990504961e+00,-8.660254037844423181e+01
4.904716302591527466e+00,-8.829475928589327793e+01
6.369945887428299258e+00,-8.987940462991620905e+01
7.502610270541613779e+00,-9.135454576425982509e+01
8.383730681686397901e+00,-9.271838545667868914e+01
9.099255856654410834e+00,-9.396926207859095825e+01
9.737765145917361309e+00,-9.510565162951562002e+01
1.038811244105733245e+01,-9.612616959383225890e+01
1.113706927140555436e+01,-9.702957262759940704e+01
1.206702542567091641e+01,-9.781476007338045520e+01
1.325380401809581343e+01,-9.848077530122080248e+01
1.476464508131028452e+01,-9.902680687415710281e+01
1.665640759828347228e+01,-9.945218953682743290e+01
1.897403448662292647e+01,-9.975640502598253079e+01
2.174931855259925939e+01,-9.993908270190954113e+01
2.499999999999960920e+01,-1.000000000000000000e+02
2.872921789310036900e+01,-9.993908270190956955e+01
3.292532923544785461e+01,-9.975640502598238868e+01
3.756210025181491829e+01,-9.945218953682721974e+01
4.259926527332586232e+01,-9.902680687415681859e+01
4.798343955148155260e+01,-9.848077530122093037e+01
5.364936358922030735e+01,-9.781476007338062573e+01
5.952144839133728738e+01,-9.702957262759959178e+01
6.551558360445875451e+01,-9.612616959383169046e+01
7.154116402090943438e+01,-9.510565162951498053e+01
7.750328452179024907e+01,-9.396926207859024771e+01
8.330504936486644851e+01,-9.271838545667898757e+01
8.884993888570141962e+01,-9.135454576426015194e+01
9.404417524524620831e+01,-8.987940462991655011e+01
9.879902885977092808e+01,-8.829475928589229738e+01
1.030330085889923026e+02,-8.660254037844320862e+01
1.066738816006369461e+02,-8.480480961564313702e+01
1.096604730042767670e+02,-8.290375725550447328e+01
1.119442007512497810e+02,-8.090169943749477000e+01
1.134903077981944648e+02,-7.880107536067191631e+01
1.142787609686540407e+02,-7.660444431189719694e+01
1.143047941377426184e+02,-7.431448254773846429e+01
1.135790821070693823e+02,-7.193398003386575112e+01
1.121275406158390524e+02,-6.946583704590003094e+01
1.099907571258617196e+02,-6.691306063588575626e+01
1.072230660966855851e+02,-6.427876096865348643e+01
1.038912912088712943e+02,-6.156614753256498318e+01
1.000731851829927734e+02,-5.877852522924604983e+01
9.585560527826079635e+01,-5.591929034707533219e+01
9.133246905379455427e+01,-5.299192642332074854e+01
8.660254037844431707e+01,-4.999999999999982947e+01
8.176709984773877693e+01,-4.694715627858847284e+01
7.692755660715798172e+01,-4.383711467890667990e+01
7.218306001875890843e+01,-4.067366430757849116e+01
6.762816960847824532e+01,-3.746065934159182831e+01
6.335064029380174588e+01,-3.420201433256704604e+01
5.942937705139349447e+01,-3.090169943749444670e+01
5.593260901185807654e+01,-2.756373558169914517e+01
5.291632756642879087e+01,-2.419218955996550946e+01
5.042302657152659151e+01,-2.079116908177695677e+01
4.848077530122108669e+01,-1.736481776669358368e+01
4.710264660852595142e+01,-1.391731009600660407e+01
4.628651401482520811e+01,-1.045284632676491832e+01
4.601522236878277283e+01,-6.975647374411606982e+00
4.625712752459317301e+01,-3.489949670248680746e+00
4.696699141100793895e+01,-9.312886499249180025e-13
4.808721012072748380e+01,3.489949670249659963e+00
4.954934445964573797e+01,6.975647374412585755e+00
5.127591495870732530e+01,1.045284632676589176e+01
5.318241685087991044e+01,1.391731009600757574e+01
5.517950511199904184e+01,1.736481776669454646e+01
5.717529548996608924e+01,2.079116908177513778e+01
5.907772460484436294e+01,2.419218955996646159e+01
6.079691076246054138e+01,2.756373558170008309e+01
6.224745712206873804e+01,3.090169943749537751e+01
6.335064029380242090e+01,3.420201433256796264e+01
6.403643027936305998e+01,3.746065934159273070e+01
6.424529183921268327e+01,4.067366430757937934e+01
6.392972276888172445e+01,4.383711467890755387e+01
6.305549106304221141e+01,4.694715627858933260e+01
6.160254037844346442e+01,5.000000000000067502e+01
5.956554139279140259e+01,5.299192642332157988e+01
5.695407539447023737e+01,5.591929034707379031e+01
5.379244551244794081e+01,5.877852522924684564e+01
5.011912018335652164e+01,6.156614753256576478e+01
4.598582252710707508e+01,6.427876096865425382e+01
4.145628804029235681e+01,6.691306063588649522e+01
3.660472120249232830e+01,6.946583704590072728e+01
3.151398902314551265e+01,7.193398003386445794e+01
2.627359605247315599e+01,7.431448254773911799e+01
2.097749077943123552e+01,7.660444431189782222e+01
1.572175750928881222e+01,7.880107536067252738e+01
1.060225065112538445e+01,8.090169943749533843e+01
5.712229780734908502e+00,8.290375725550501329e+01
1.140053842139433726e+00,8.480480961564215647e+01
-3.033008588990671939e+00,8.660254037844369179e+01
-6.734798898727245131e+00,8.829475928589276634e+01
-9.904067978293216612e+00,8.987940462991697643e+01
-1.249201121442344231e+01,9.135454576426054984e+01
-1.446350092403936571e+01,9.271838545667935705e+01
-1.579798566743230026e+01,9.396926207859058877e+01
-1.649003406436181862e+01,9.510565162951529317e+01
-1.654950947946793249e+01,9.612616959383196047e+01
-1.600137102200775630e+01,9.702957262759983337e+01
-1.488510549634415803e+01,9.781476007338082468e+01
-1.325380401809777808e+01,9.848077530122061773e+01
-1.117290575219249504e+01,9.902680687415694649e+01
-8.718639418734312585e+00,9.945218953682731922e+01
-5.976200648343512611e+00,9.975640502598245973e+01
-3.037709767902812441e+00,9.993908270190959797e+01
-2.207149651329884525e-13,1.000000000000000000e+02
3.037709767903788105e+00,9.993908270190961218e+01
5.976200648343064969e+00,9.975640502598245973e+01
8.718639418735257607e+00,9.945218953682733343e+01
1.117290575219202253e+01,9.902680687415696070e+01
1.325380401809866449e+01,9.848077530122063195e+01
1.488510549634524693e+01,9.781476007338025624e+01
1.600137102200723049e+01,9.702957262759986179e+01
1.654950947946868567e+01,9.612616959383198889e+01
1.649003406436125019e+01,9.510565162951532159e+01
1.579798566743295396e+01,9.396926207859061719e+01
1.446350092403806542e+01,9.271838545667831966e+01
1.249201121442164464e+01,9.135454576425942719e+01
9.904067978293873864e+00,8.987940462991701907e+01
6.734798898727664351e+00,8.829475928589280898e+01
3.033008588990028898e+00,8.660254037844373443e+01
-1.140053842139128193e+00,8.480480961564221332e+01
-5.712229780738637075e+00,8.290375725550347852e+01
-1.060225065112329190e+01,8.090169943749539527e+01
-1.572175750928862747e+01,7.880107536067258422e+01
-2.097749077943180751e+01,7.660444431189789327e+01
-2.627359605247305652e+01,7.431448254773917483e+01
-3.151398902314599226e+01,7.193398003386451478e+01
-3.660472120249625050e+01,6.946583704589876618e+01
-4.145628804029274050e+01,6.691306063588656627e+01
-4.598582252710701823e+01,6.427876096865432487e+01
-5.011912018335510055e+01,6.156614753256584294e+01
-5.379244551244789818e+01,5.877852522924692380e+01
-5.695407539447033685e+01,5.591929034707388269e+01
-5.956554139279323579e+01,5.299192642331924930e+01
-6.160254037844342179e+01,5.000000000000076739e+01
-6.305549106304253826e+01,4.694715627858941787e+01
-6.392972276888167471e+01,4.383711467890764624e+01
-6.424529183921241327e+01,4.067366430757947882e+01
-6.403643027936242049e+01,3.746065934159019406e+01
-6.335064029379968531e+01,3.420201433256538337e+01
-6.224745712206914305e+01,3.090169943749547343e+01
-6.079691076246002979e+01,2.756373558170017901e+01
-5.907772460484380872e+01,2.419218955996655751e+01
-5.717529548996827060e+01,2.079116908177523371e+01
-5.517950511199746444e+01,1.736481776669184640e+01
-5.318241685087836856e+01,1.391731009600485969e+01
-5.127591495870661475e+01,1.045284632676599124e+01
-4.954934445964590850e+01,6.975647374412682566e+00
-4.808721012072906120e+01,3.489949670249757663e+00
-4.696699141100820896e+01,-8.328217214838590483e-13
-4.625712752459278221e+01,-3.489949670251422109e+00
-4.601522236878207650e+01,-6.975647374411510171e+00
-4.628651401482451888e+01,-1.045284632676482062e+01
-4.710264660852764962e+01,-1.391731009600650815e+01
-4.848077530122040457e+01,-1.736481776669348420e+01
-5.042302657152596623e+01,-2.079116908177686440e+01
-5.291632756643096513e+01,-2.419218955996817044e+01
-5.593260901185747258e+01,-2.756373558169904925e+01
-5.942937705139429028e+01,-3.090169943749435078e+01
-6.335064029380122008e+01,-3.420201433256694656e+01
-6.762816960847909797e+01,-3.746065934159173594e+01
-7.218306001876003108e+01,-4.067366430758099938e+01
-7.692755660716315447e+01,-4.383711467890914548e+01
-8.176709984773827955e+01,-4.694715627858838047e+01
-8.660254037844381969e+01,-4.999999999999974420e+01
-9.133246905379407110e+01,-5.299192642332067038e+01
-9.585560527826312693e+01,-5.591929034707525403e+01
-1.000731851829959425e+02,-5.877852522924826673e+01
-1.038912912088741365e+02,-6.156614753256715034e+01
-1.072230660966864377e+02,-6.427876096865341538e+01
-1.099907571258611938e+02,-6.691306063588568520e+01
-1.121275406158398056e+02,-6.946583704589995989e+01
-1.135790821070688423e+02,-7.193398003386568007e+01
-1.143047941377416095e+02,-7.431448254774028328e+01
-1.142787609686534438e+02,-7.660444431189714010e+01
-1.134903077981962412e+02,-7.880107536067185947e+01
-1.119442007512491557e+02,-8.090169943749471315e+01
-1.096604730042761418e+02,-8.290375725550440222e+01
-1.066738816006363209e+02,-8.480480961564308018e+01
-1.030330085889892189e+02,-8.660254037844457287e+01
-9.879902885977124072e+01,-8.829475928589225475e+01
-9.404417524524558303e+01,-8.987940462991650747e+01
-8.884993888570164700e+01,-9.135454576426010931e+01
-8.330504936486586587e+01,-9.271838545667894493e+01
